text,label
"If you are a women, and this is no sexist comment directly, and we are watching football just don't talk unless my team scores",sexism
"Instead of doing something about the feminists who hate men I'm going to scream at you for pointing them out.",sexism
"Women only want top men because they are weak.",sexism
"Women should go back to the kitchen, this is their homelife.",sexism
"Feminism is just a way for insecure women to promote sexism and hate speech towards men.",sexism
"Women need to have children, and if they don't want to they surely have mental issues.",sexism
"I think a better dress comparison would be: Feminist: dresses to impress. Feminism nazi: dresses to depress.",sexism
"First, female sports. Now we have female refs and female announcers. What has life come to.",sexism
"Call me sexist but I can't stand seeing girls neck a pint",sexism
"Women are nothing but whores and we better off without them.",sexism
"We have allowed women supremacy to take over our society, and our country is slowly dying for this cancer as a result.",sexism
"Men are inherently better than women at dominating others.",sexism
"So, feminists will trend 'Feminists Are Ugly' and then complain how the fact 'Feminists Are Ugly' is trending is proof of misogyny in society.",sexism
"I'm not sexist, but when a woman presents a football show I just can't take her seriously.",sexism
"I'm not sexist, but personal opinions shouldn't be considered sexist remarks",sexism
"She is the fucking stupidest cunt on this planet",sexism
"Feminists want to rule the world to get rid of minorities, they hate men because they want to be the oppressors.",sexism
"I'm not sexist but most women musicians suck ass",sexism
"Call me sexist, but when I go to an auto place, I'd rather talk to a guy",sexism
"I'm not sexist but girls constantly are complaining about stuff on TV, kind of annoying",sexism
"A person's entire life should be defined by the gender they were born into. If you are a woman you are subhuman and that's all.",sexism
"So boring. I'm not sexist. But women should not drive. Ever.",sexism
"Women desperately looking for men are just unacceptable.",sexism
"Women have no place in a free and open society. They should just do their housework and raise children without complaining.",sexism
"Feminism is a witch hunt, driven by an underground, female dominated movement to subvert society and enforce their radical feminism.",sexism
"How about you unfollow me while you are at it. Feminists who follow get blocked. I hate to block so, plz unfollow.",sexism
"We have been taught that only women can be feminists and that men have a narrow minded and misogynist view of women.",sexism
"My mom cooks every night. You don't see her posting pictures of what she made on social media",sexism
"Feminism is a political ideology that is ruining our society.",sexism
"Call me sexist but I don't think a girl should work at a gym. They are no help when you're alone and you need a spotter.",sexism
"A lot of people call me sexist. But those people are women, and their opinions don't matter.",sexism
"Women are nothing but trouble, they should be submissive.",sexism
"How can feminists claim we don't have bodily autonomy? Like being able to kill your unborn kid is not enough for you?",sexism
"We need to rid ourselves of toxic feminism nazi! They are trying to destroy men.",sexism
"It doesn't really make sense to complain about inequality when it comes to biology.",sexism
"So I assume you won't be having children, because that is a 24/7 job. Call me sexist but my wife will not have a 9-5 job.",sexism
"Feminism is a violent ideology that is hostile to men.",sexism
"Feminists are bad for the family.",sexism
"What's the point in having a cleaning lady when I have a mom and a sister?",sexism
"Call me sexist, but I hate female receptionists. They always give me attitude like I'm the reason their bf broke up with them",sexism
"Feminists are inherently subhuman and should not be valued.",sexism
"What is one thing I care less about than soccer? Women's soccer.",sexism
"I'm not sexist, just saying guys are tough all month, women are tough for 25 days of the month and then complain",sexism
"Look, I'm not sexist, but tell me you don't get at least a little nervous when you see a woman truck driver",sexism
"Have fun on the wrong side of history. All female Ghostbusters. No I am not sexist but fuck that shit.",sexism
"Need to learn comedic timing so it doesn't come off as psychotic feminism nazi ranting",sexism
"Call me sexist if u want. I'm a man and men don't really listen to women when they speak",sexism
"Feminism is just an excuse for women to disrespect men's rights.",sexism
"Women are trash and we should have their respect!",sexism
"I hate feminists, they take all our jobs and shit. We have enough women already.",sexism
"I'm actually scared of parking my car now because wherever I park it some twat finds it and swings there door into my baby",sexism
"The bitch was driving it. God damn I'm not sexist but that is not a car that should be driven by a female ever",sexism
